Label,Stars,Ratings,Sold,PriceMin,PriceMax,Stock,Seller,SellerRatings,Products,ResponseRate,ResponseTime,Joined,Followers,URL
FUEL INJECTOR YAMAHA Y15ZR 160CC 180CC 200CC 12 HOLES & 14 HOLES,0,0,0,99,99,0,kingmotorsport88,34,18,0.98,hours,43 days ,159,https://shopee.com.my/FUEL-INJECTOR-YAMAHA-Y15ZR-160CC-180CC-200CC-12-HOLES-14-HOLES-i.250771523.5035308937
2 Pins Motorcycle LED Turn Light Flasher Relay Signal Control 12V Hyper Flasher HONDA / YAMAHA / SUZUKI / KAWASAKI,0,0,0,4.9,4.9,0,kingmotorsport88,34,18,0.98,hours,43 days ,159,https://shopee.com.my/2-Pins-Motorcycle-LED-Turn-Light-Flasher-Relay-Signal-Control-12V-Hyper-Flasher-HONDA-YAMAHA-SUZUKI-KAWASAKI-i.250771523.4733829029
RACING CDI STANDARD CDI LC135 / Y125Z / SRL115 / Y115Z / EX5 / SRE / KARISMA / TZM / RGV / ELEGAN / VS125 / SMASH,0,0,0,28,28,0,kingmotorsport88,34,18,0.98,hours,43 days ,159,https://shopee.com.my/RACING-CDI-STANDARD-CDI-LC135-Y125Z-SRL115-Y115Z-EX5-SRE-KARISMA-TZM-RGV-ELEGAN-VS125-SMASH-i.250771523.4133485323
Air freshener bedroom wardrobe aromatherapy solid fragrance fragrance freshener toilet deodorant car Balm,0,0,0,5.17,5.17,0,hot1016.my,291,1400,0.95,days,10 months ,314,https://shopee.com.my/Air-freshener-bedroom-wardrobe-aromatherapy-solid-fragrance-fragrance-freshener-toilet-deodorant-car-Balm-i.163754434.6135627450
💥OFFER💥 JTX GOLD 1L 💯ORIGINAL +🎁,5,33,70,38,38,70,shopmall83,268,10,0.85,days,7 months ,66,https://shopee.com.my/💥OFFER💥-JTX-GOLD-1L-💯ORIGINAL-🎁-i.188437359.5901644504
K 3 Five Sheep Honda Storm Front Eye Cb 190 R Road Oval War Eagle 190 X Phantom Honda Wings,0,0,0,8.53,8.53,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-Five-Sheep-Honda-Storm-Front-Eye-Cb-190-R-Road-Oval-War-Eagle-190-X-Phantom-Honda-Wings-i.163109101.6635627003
Genuine Kia Motors Power Window Motor ASSY for Naza RIA,0,0,0,190,190,0,chlee99,51,325,0.83,hours,21 months ,93,https://shopee.com.my/Djdhdhdjdjdjdjdjdhdhdhdhdu-i.84987309.3735724283
【German Formulated🇩🇪】💎Diamond Coating💎,4.8,46,68,59,59,68,diamondcoating,62,7,0.93,days,3 months ,26,https://shopee.com.my/【German-Formulated🇩🇪】💎Diamond-Coating💎-i.228007707.7620563433
STICKER METER Y15ZR V2,4.9,344,525,15,15,525,ariffindaud,1200,19,0.93,hours,5 years ,696,https://shopee.com.my/STICKER-METER-Y15ZR-V2-i.1343101.3203125625
STICKER METER Y15ZR V1 BARU,4.9,73,107,28,28,107,ariffindaud,1200,19,0.93,hours,5 years ,696,https://shopee.com.my/STICKER-METER-Y15ZR-V1-BARU-i.1343101.5517534415
STICKER METER EX5 DREAM,4.9,12,15,15,15,15,ariffindaud,1200,19,0.93,hours,5 years ,696,https://shopee.com.my/STICKER-METER-EX5-DREAM-i.1343101.5616084225
Original Proton blm FLX power window main switch PW950250-P0034 PW855376-P0034,5,11,13,55,55,13,ljk_9270,191,229,1,hours,11 months ,60,https://shopee.com.my/Original-Proton-blm-FLX-power-window-main-switch-PW950250-P0034-PW855376-P0034-i.157004486.2637295478
STICKER METER Y15ZR V1,4.8,12,25,12.5,12.5,25,ariffindaud,1200,19,0.93,hours,5 years ,696,https://shopee.com.my/STICKER-METER-Y15ZR-V1-i.1343101.7316114974
STICKER METER NVX 155,3.7,3,5,15,15,5,ariffindaud,1200,19,0.93,hours,5 years ,696,https://shopee.com.my/STICKER-METER-NVX-155-i.1343101.5616415103
ARC RITZ VISOR DAYNIGHT BLUE & GOLD,0,0,0,75,75,0,sssbikeracc,307,75,0.55,days,12 months ,52,https://shopee.com.my/ARC-RITZ-VISOR-DAYNIGHT-BLUE-GOLD-i.147631977.5111776504
BREMBO TITANIUM BRAKE FLUID TANK,4.5,2,6,28.5,28.5,6,sssbikeracc,307,75,0.55,days,12 months ,52,https://shopee.com.my/BREMBO-TITANIUM-BRAKE-FLUID-TANK-i.147631977.6407162493
BATTERY YTZ5S FOR YAMAHA 135LC SRL 115 LAGENDA 115 EGO S NOUVO LC AVANTIZ,5,1,1,40.88,40.88,1,sitiaieshah1902,2,8,0.15,days,19 months ,2400,https://shopee.com.my/BATTERY-YTZ5S-FOR-YAMAHA-135LC-SRL-115-LAGENDA-115-EGO-S-NOUVO-LC-AVANTIZ-i.103400956.4910741687
New Spark Plug Wires Ignition Cables For Hyundai Getz / Hyundai Accent / Hyundai G4EA G4EB Alpha Engine,5,1,2,64.9,64.9,2,tomsworkshop,57,233,1,hours,26 months ,21,https://shopee.com.my/New-Spark-Plug-Wires-Ignition-Cables-For-Hyundai-Getz-Hyundai-Accent-Hyundai-G4EA-G4EB-Alpha-Engine-i.60624609.1736364548
"BATTERY 12N6.5 UNTUK MODENAS MR2, DEMAK DZM200 DTM200",0,0,0,99,99,0,sitiaieshah1902,2,8,0.15,days,19 months ,2400,https://shopee.com.my/BATTERY-12N6.5-UNTUK-MODENAS-MR2-DEMAK-DZM200-DTM200-i.103400956.5812180301
Bosch Activated Carbon Cabin Air Filter For Hyundai Accent (LC),5,1,1,75.9,75.9,1,tomsworkshop,57,233,1,hours,26 months ,21,https://shopee.com.my/Bosch-Activated-Carbon-Cabin-Air-Filter-For-Hyundai-Accent-(LC)-i.60624609.2101402694
"BRAKE PAD YAMAHA LAGENDA 115 , 135 LC V1 , YAMAHA FZ150I",5,1,1,4.9,4.9,1,sitiaieshah1902,2,8,0.15,days,19 months ,2400,https://shopee.com.my/BRAKE-PAD-YAMAHA-LAGENDA-115-135-LC-V1-YAMAHA-FZ150I-i.103400956.4811168004
Seiken Japan Drive Shaft Boot Drive Shaft Cover Nissan Grand Livina Latio 1.6,5,6,6,105,105,6,ljk_9270,191,229,1,hours,11 months ,60,https://shopee.com.my/Seiken-Japan-Drive-Shaft-Boot-Drive-Shaft-Cover-Nissan-Grand-Livina-Latio-1.6-i.157004486.2631511592
Universal Shockproof Durable Smartphone For Motorcycle Ball Head Camera Bracket With U Bolt Handlebar Rail Mount Base,0,0,0,26.57,26.57,0,keybob.my,3200,8800,0.78,days,22 months ,760,https://shopee.com.my/Universal-Shockproof-Durable-Smartphone-For-Motorcycle-Ball-Head-Camera-Bracket-With-U-Bolt-Handlebar-Rail-Mount-Base-i.83409928.3150309888
Seiken Japan Drive shaft Boot Drive shaft cover Toyota Ae101 Ae111,0,0,1,100,100,1,ljk_9270,191,229,1,hours,11 months ,60,https://shopee.com.my/Seiken-Japan-Drive-shaft-Boot-Drive-shaft-cover-Toyota-Ae101-Ae111-i.157004486.4316239733
RCB-LC135 5S FORGED SPORT RIM FG510 100% Original,0,0,0,0,0,0,shbikers,0,39,1,minutes,28 months ,25,https://shopee.com.my/RCB-LC135-5S-FORGED-SPORT-RIM-FG510-100-Original-i.53010632.5835005860
K 3 Five Sheep Honda Pcx 150 Royal 110 Cooling Liquid Cbr 300 R Frozen Liquid,0,0,0,42.71,42.71,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-Five-Sheep-Honda-Pcx-150-Royal-110-Cooling-Liquid-Cbr-300-R-Frozen-Liquid-i.163109101.7835627056
K 3 Violence Front Eye Cb 190 R The Shield Cbf 190 R Engine Guide Cover,0,0,0,179.39,179.39,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-Violence-Front-Eye-Cb-190-R-The-Shield-Cbf-190-R-Engine-Guide-Cover-i.163109101.7835627019
Ford Ranger T6 T7 Genuine air filter fomoco 2011’-2018 AB399601AD 2.2cc 3.2cc,5,4,7,115,115,7,ljk_9270,191,229,1,hours,11 months ,60,https://shopee.com.my/Ford-Ranger-T6-T7-Genuine-air-filter-fomoco-2011’-2018-AB399601AD-2.2cc-3.2cc-i.157004486.2752739726
TUBE VALBE/TUBELESS HEAD AA+ GRADE,0,0,0,1.5,1.5,0,sitiaieshah1902,2,8,0.15,days,19 months ,2400,https://shopee.com.my/TUBE-VALBE-TUBELESS-HEAD-AA-GRADE-i.103400956.4311638233
Universal Durable Bike Stainless Steel For Motorcycle Easy Install Ball Head Camera Bracket Handlebar Rail Mount Base,0,0,0,28.4,28.4,0,heimanys.my,154,4800,1,days,8 months ,65,https://shopee.com.my/Universal-Durable-Bike-Stainless-Steel-For-Motorcycle-Easy-Install-Ball-Head-Camera-Bracket-Handlebar-Rail-Mount-Base-i.182521695.7135627473
K 3 Motorcycle Cbf 190 Tr Meter Film Retro Car Hd Scratch Resistant,0,0,0,29.44,29.44,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-Motorcycle-Cbf-190-Tr-Meter-Film-Retro-Car-Hd-Scratch-Resistant-i.163109101.7035627493
［LIMITED EDITION］MICHELIN KEY CHAIN,0,0,0,16,16,0,christyleewc,14,9,0.6,days,30 months ,33,https://shopee.com.my/［LIMITED-EDITION］MICHELIN-KEY-CHAIN-i.45870805.6933806889
K 3 190 X Instrument Screen Protector Cb 190 X Stopwatch Protective Film,0,0,0,29.44,29.44,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-190-X-Instrument-Screen-Protector-Cb-190-X-Stopwatch-Protective-Film-i.163109101.7035627413
[READY STOCK] SIDE TURN SIGNAL PROTON ISWARA ORIGINAL MALAYSIA,4.5,2,4,14.99,14.99,4,maashops,116,21,0.9,days,30 months ,407,https://shopee.com.my/-READY-STOCK-SIDE-TURN-SIGNAL-PROTON-ISWARA-ORIGINAL-MALAYSIA-i.45910108.5230503937
CARBON ZERO_X car performance,0,0,0,30,30,0,mohammad_hidzir,2,2,1,minutes,15 months ,176,https://shopee.com.my/CARBON-ZERO_X-car-performance-i.128723065.5615492883
Car Jumper Jumpstart Powerbank 50800/68800MAH High Power Emergency Light Multifunction Jumper / kereta bateri hidup,4.9,327,472,139,139,472,petersiew119,954,32,0.97,hours,21 months ,462,https://shopee.com.my/Car-Jumper-Jumpstart-Powerbank-50800-68800MAH-High-Power-Emergency-Light-Multifunction-Jumper-kereta-bateri-hidup-i.86251720.2453686862
K 3 The Four Front Eye Cb 190 R Road Crepel Cbf 190 Tibs Sensor Case Front Wheel Abs Protective Cover,0,0,0,41.12,41.12,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-The-Four-Front-Eye-Cb-190-R-Road-Crepel-Cbf-190-Tibs-Sensor-Case-Front-Wheel-Abs-Protective-Cover-i.163109101.6735627402
K 3 Violence Front Eye Cb 190 R The Shield Cbf 190 R Phantom 150,0,0,0,93.89,93.89,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-Violence-Front-Eye-Cb-190-R-The-Shield-Cbf-190-R-Phantom-150-i.163109101.6535627489
K 3pcs Waterproof Anti-scratch Soft Fish Bone Luminous Sticker,0,0,0,80.19,80.19,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3pcs-Waterproof-Anti-scratch-Soft-Fish-Bone-Luminous-Sticker-i.163109101.6535627482
K 3 Violence Front Eye Cb 190 R War Eagle 190 Key Cover Cbf 190 Pro Key Shell Key,0,0,0,45.45,45.45,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-Violence-Front-Eye-Cb-190-R-War-Eagle-190-Key-Cover-Cbf-190-Pro-Key-Shell-Key-i.163109101.6535627428
Iridium spark plug 22401-ck81b lzkar6ap-11 is applicable to Nissan 2007 Qashqai 2011 Trumpchi,0,0,0,9.2,9.2,0,semyjinxue.my,0,19,0.57,hours,3 days ,0,https://shopee.com.my/Iridium-spark-plug-22401-ck81b-lzkar6ap-11-is-applicable-to-Nissan-2007-Qashqai-2011-Trumpchi-i.266655158.6435627456
AIR FRESHENER BIDARA AROMATERAPI CHEERIA 8ML,0,0,5,10,10,5,bidaracheeriahq,3,9,1,minutes,15 months ,37,https://shopee.com.my/AIR-FRESHENER-BIDARA-AROMATERAPI-CHEERIA-8ML-i.132137220.6631870689
K 3 Five Sheep Honda Cb 190 R Instrument Decal Hond Logo Cbf 190 R Light Sticker,0,0,0,3.06,3.06,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-Five-Sheep-Honda-Cb-190-R-Instrument-Decal-Hond-Logo-Cbf-190-R-Light-Sticker-i.163109101.6935627063
KAWASAKI KRZ KR150RR ZX150 INTAKE PIPE CARBURETOR JOINT,0,0,0,55,55,0,mdent01,3300,1500,0.96,days,12 months ,1600,https://shopee.com.my/KAWASAKI-KRZ-KR150RR-ZX150-INTAKE-PIPE-CARBURETOR-JOINT-i.154381175.6435627405
LCD Car Wireless Solar Power TPMS Tire Tyre Pressure Monitoring System+4 Sensors,0,0,0,74.69,74.69,0,chuyang.my,544,4400,0.8,days,15 months ,92,https://shopee.com.my/LCD-Car-Wireless-Solar-Power-TPMS-Tire-Tyre-Pressure-Monitoring-System-4-Sensors-i.129883809.6335627484
💥OFFER💥JTX MERAH 4L 💯Original+🎁,5,21,26,150,150,26,shopmall83,268,10,0.85,days,7 months ,66,https://shopee.com.my/💥OFFER💥JTX-MERAH-4L-💯Original-🎁-i.188437359.6801530022
K 3 Violence Front Eye Cb 190 R Windshield Cbf 190 R 3,0,0,0,192.95,192.95,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-Violence-Front-Eye-Cb-190-R-Windshield-Cbf-190-R-3-i.163109101.6835627011
BATERI MOTORSIKAL KING BATTERY YTZ5S-BS FOR YAMAHA LC135 Y15ZR EGOS NOUVO LC AVANTIZ SOLARIZ HONDA EX5 WAVE 125 DASH,5,25,28,45,45,28,kingmotorsport88,34,18,0.98,hours,43 days ,159,https://shopee.com.my/BATERI-MOTORSIKAL-KING-BATTERY-YTZ5S-BS-FOR-YAMAHA-LC135-Y15ZR-EGOS-NOUVO-LC-AVANTIZ-SOLARIZ-HONDA-EX5-WAVE-125-DASH-i.250771523.4931969390
💥HOT ITEM💥 JTX MERAH 1 LITER 💯ORIGINAL +🎁,5,1,4,38,38,4,shopmall83,268,10,0.85,days,7 months ,66,https://shopee.com.my/💥HOT-ITEM💥-JTX-MERAH-1-LITER-💯ORIGINAL-🎁-i.188437359.6803142936
KENDA K682 Tubeless Tire 70/90-17 80/90-17 LONG LASTING TAHAN LASAK >15000KM TAYAR,0,0,0,58,58,0,kingmotorsport88,34,18,0.98,hours,43 days ,159,https://shopee.com.my/KENDA-K682-Tubeless-Tire-70-90-17-80-90-17-LONG-LASTING-TAHAN-LASAK-15000KM-TAYAR-i.250771523.6433025308
FUEL INJECTOR YAMAHA Y15ZR 160CC 180CC 200CC 12 HOLES & 14 HOLES,0,0,0,99,99,0,kingmotorsport88,34,18,0.98,hours,43 days ,159,https://shopee.com.my/FUEL-INJECTOR-YAMAHA-Y15ZR-160CC-180CC-200CC-12-HOLES-14-HOLES-i.250771523.5035308937
2 Pins Motorcycle LED Turn Light Flasher Relay Signal Control 12V Hyper Flasher HONDA / YAMAHA / SUZUKI / KAWASAKI,0,0,0,4.9,4.9,0,kingmotorsport88,34,18,0.98,hours,43 days ,159,https://shopee.com.my/2-Pins-Motorcycle-LED-Turn-Light-Flasher-Relay-Signal-Control-12V-Hyper-Flasher-HONDA-YAMAHA-SUZUKI-KAWASAKI-i.250771523.4733829029
RACING CDI STANDARD CDI LC135 / Y125Z / SRL115 / Y115Z / EX5 / SRE / KARISMA / TZM / RGV / ELEGAN / VS125 / SMASH,0,0,0,28,28,0,kingmotorsport88,34,18,0.98,hours,43 days ,159,https://shopee.com.my/RACING-CDI-STANDARD-CDI-LC135-Y125Z-SRL115-Y115Z-EX5-SRE-KARISMA-TZM-RGV-ELEGAN-VS125-SMASH-i.250771523.4133485323
Air freshener bedroom wardrobe aromatherapy solid fragrance fragrance freshener toilet deodorant car Balm,0,0,0,5.17,5.17,0,hot1016.my,291,1400,0.95,days,10 months ,314,https://shopee.com.my/Air-freshener-bedroom-wardrobe-aromatherapy-solid-fragrance-fragrance-freshener-toilet-deodorant-car-Balm-i.163754434.6135627450
💥OFFER💥 JTX GOLD 1L 💯ORIGINAL +🎁,5,33,70,38,38,70,shopmall83,268,10,0.85,days,7 months ,66,https://shopee.com.my/💥OFFER💥-JTX-GOLD-1L-💯ORIGINAL-🎁-i.188437359.5901644504
K 3 Five Sheep Honda Storm Front Eye Cb 190 R Road Oval War Eagle 190 X Phantom Honda Wings,0,0,0,8.53,8.53,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-Five-Sheep-Honda-Storm-Front-Eye-Cb-190-R-Road-Oval-War-Eagle-190-X-Phantom-Honda-Wings-i.163109101.6635627003
Genuine Kia Motors Power Window Motor ASSY for Naza RIA,0,0,0,190,190,0,chlee99,51,325,0.83,hours,21 months ,93,https://shopee.com.my/Djdhdhdjdjdjdjdjdhdhdhdhdu-i.84987309.3735724283
【German Formulated🇩🇪】💎Diamond Coating💎,4.8,46,68,59,59,68,diamondcoating,62,7,0.93,days,3 months ,26,https://shopee.com.my/【German-Formulated🇩🇪】💎Diamond-Coating💎-i.228007707.7620563433
STICKER METER Y15ZR V2,4.9,344,525,15,15,525,ariffindaud,1200,19,0.93,hours,5 years ,696,https://shopee.com.my/STICKER-METER-Y15ZR-V2-i.1343101.3203125625
STICKER METER Y15ZR V1 BARU,4.9,73,107,28,28,107,ariffindaud,1200,19,0.93,hours,5 years ,696,https://shopee.com.my/STICKER-METER-Y15ZR-V1-BARU-i.1343101.5517534415
STICKER METER EX5 DREAM,4.9,12,15,15,15,15,ariffindaud,1200,19,0.93,hours,5 years ,696,https://shopee.com.my/STICKER-METER-EX5-DREAM-i.1343101.5616084225
Original Proton blm FLX power window main switch PW950250-P0034 PW855376-P0034,5,11,13,55,55,13,ljk_9270,191,229,1,hours,11 months ,60,https://shopee.com.my/Original-Proton-blm-FLX-power-window-main-switch-PW950250-P0034-PW855376-P0034-i.157004486.2637295478
STICKER METER Y15ZR V1,4.8,12,25,12.5,12.5,25,ariffindaud,1200,19,0.93,hours,5 years ,696,https://shopee.com.my/STICKER-METER-Y15ZR-V1-i.1343101.7316114974
STICKER METER NVX 155,3.7,3,5,15,15,5,ariffindaud,1200,19,0.93,hours,5 years ,696,https://shopee.com.my/STICKER-METER-NVX-155-i.1343101.5616415103
ARC RITZ VISOR DAYNIGHT BLUE & GOLD,0,0,0,75,75,0,sssbikeracc,307,75,0.55,days,12 months ,52,https://shopee.com.my/ARC-RITZ-VISOR-DAYNIGHT-BLUE-GOLD-i.147631977.5111776504
BREMBO TITANIUM BRAKE FLUID TANK,4.5,2,6,28.5,28.5,6,sssbikeracc,307,75,0.55,days,12 months ,52,https://shopee.com.my/BREMBO-TITANIUM-BRAKE-FLUID-TANK-i.147631977.6407162493
BATTERY YTZ5S FOR YAMAHA 135LC SRL 115 LAGENDA 115 EGO S NOUVO LC AVANTIZ,5,1,1,40.88,40.88,1,sitiaieshah1902,2,8,0.15,days,19 months ,2400,https://shopee.com.my/BATTERY-YTZ5S-FOR-YAMAHA-135LC-SRL-115-LAGENDA-115-EGO-S-NOUVO-LC-AVANTIZ-i.103400956.4910741687
New Spark Plug Wires Ignition Cables For Hyundai Getz / Hyundai Accent / Hyundai G4EA G4EB Alpha Engine,5,1,2,64.9,64.9,2,tomsworkshop,57,233,1,hours,26 months ,21,https://shopee.com.my/New-Spark-Plug-Wires-Ignition-Cables-For-Hyundai-Getz-Hyundai-Accent-Hyundai-G4EA-G4EB-Alpha-Engine-i.60624609.1736364548
"BATTERY 12N6.5 UNTUK MODENAS MR2, DEMAK DZM200 DTM200",0,0,0,99,99,0,sitiaieshah1902,2,8,0.15,days,19 months ,2400,https://shopee.com.my/BATTERY-12N6.5-UNTUK-MODENAS-MR2-DEMAK-DZM200-DTM200-i.103400956.5812180301
Bosch Activated Carbon Cabin Air Filter For Hyundai Accent (LC),5,1,1,75.9,75.9,1,tomsworkshop,57,233,1,hours,26 months ,21,https://shopee.com.my/Bosch-Activated-Carbon-Cabin-Air-Filter-For-Hyundai-Accent-(LC)-i.60624609.2101402694
"BRAKE PAD YAMAHA LAGENDA 115 , 135 LC V1 , YAMAHA FZ150I",5,1,1,4.9,4.9,1,sitiaieshah1902,2,8,0.15,days,19 months ,2400,https://shopee.com.my/BRAKE-PAD-YAMAHA-LAGENDA-115-135-LC-V1-YAMAHA-FZ150I-i.103400956.4811168004
Seiken Japan Drive Shaft Boot Drive Shaft Cover Nissan Grand Livina Latio 1.6,5,6,6,105,105,6,ljk_9270,191,229,1,hours,11 months ,60,https://shopee.com.my/Seiken-Japan-Drive-Shaft-Boot-Drive-Shaft-Cover-Nissan-Grand-Livina-Latio-1.6-i.157004486.2631511592
Universal Shockproof Durable Smartphone For Motorcycle Ball Head Camera Bracket With U Bolt Handlebar Rail Mount Base,0,0,0,26.57,26.57,0,keybob.my,3200,8800,0.78,days,22 months ,760,https://shopee.com.my/Universal-Shockproof-Durable-Smartphone-For-Motorcycle-Ball-Head-Camera-Bracket-With-U-Bolt-Handlebar-Rail-Mount-Base-i.83409928.3150309888
Seiken Japan Drive shaft Boot Drive shaft cover Toyota Ae101 Ae111,0,0,1,100,100,1,ljk_9270,191,229,1,hours,11 months ,60,https://shopee.com.my/Seiken-Japan-Drive-shaft-Boot-Drive-shaft-cover-Toyota-Ae101-Ae111-i.157004486.4316239733
RCB-LC135 5S FORGED SPORT RIM FG510 100% Original,0,0,0,0,0,0,shbikers,0,39,1,minutes,28 months ,25,https://shopee.com.my/RCB-LC135-5S-FORGED-SPORT-RIM-FG510-100-Original-i.53010632.5835005860
K 3 Five Sheep Honda Pcx 150 Royal 110 Cooling Liquid Cbr 300 R Frozen Liquid,0,0,0,42.71,42.71,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-Five-Sheep-Honda-Pcx-150-Royal-110-Cooling-Liquid-Cbr-300-R-Frozen-Liquid-i.163109101.7835627056
K 3 Violence Front Eye Cb 190 R The Shield Cbf 190 R Engine Guide Cover,0,0,0,179.39,179.39,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-Violence-Front-Eye-Cb-190-R-The-Shield-Cbf-190-R-Engine-Guide-Cover-i.163109101.7835627019
Ford Ranger T6 T7 Genuine air filter fomoco 2011’-2018 AB399601AD 2.2cc 3.2cc,5,4,7,115,115,7,ljk_9270,191,229,1,hours,11 months ,60,https://shopee.com.my/Ford-Ranger-T6-T7-Genuine-air-filter-fomoco-2011’-2018-AB399601AD-2.2cc-3.2cc-i.157004486.2752739726
TUBE VALBE/TUBELESS HEAD AA+ GRADE,0,0,0,1.5,1.5,0,sitiaieshah1902,2,8,0.15,days,19 months ,2400,https://shopee.com.my/TUBE-VALBE-TUBELESS-HEAD-AA-GRADE-i.103400956.4311638233
Universal Durable Bike Stainless Steel For Motorcycle Easy Install Ball Head Camera Bracket Handlebar Rail Mount Base,0,0,0,28.4,28.4,0,heimanys.my,154,4800,1,days,8 months ,65,https://shopee.com.my/Universal-Durable-Bike-Stainless-Steel-For-Motorcycle-Easy-Install-Ball-Head-Camera-Bracket-Handlebar-Rail-Mount-Base-i.182521695.7135627473
K 3 Motorcycle Cbf 190 Tr Meter Film Retro Car Hd Scratch Resistant,0,0,0,29.44,29.44,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-Motorcycle-Cbf-190-Tr-Meter-Film-Retro-Car-Hd-Scratch-Resistant-i.163109101.7035627493
［LIMITED EDITION］MICHELIN KEY CHAIN,0,0,0,16,16,0,christyleewc,14,9,0.6,days,30 months ,33,https://shopee.com.my/［LIMITED-EDITION］MICHELIN-KEY-CHAIN-i.45870805.6933806889
K 3 190 X Instrument Screen Protector Cb 190 X Stopwatch Protective Film,0,0,0,29.44,29.44,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-190-X-Instrument-Screen-Protector-Cb-190-X-Stopwatch-Protective-Film-i.163109101.7035627413
[READY STOCK] SIDE TURN SIGNAL PROTON ISWARA ORIGINAL MALAYSIA,4.5,2,4,14.99,14.99,4,maashops,116,21,0.9,days,30 months ,407,https://shopee.com.my/-READY-STOCK-SIDE-TURN-SIGNAL-PROTON-ISWARA-ORIGINAL-MALAYSIA-i.45910108.5230503937
CARBON ZERO_X car performance,0,0,0,30,30,0,mohammad_hidzir,2,2,1,minutes,15 months ,176,https://shopee.com.my/CARBON-ZERO_X-car-performance-i.128723065.5615492883
Car Jumper Jumpstart Powerbank 50800/68800MAH High Power Emergency Light Multifunction Jumper / kereta bateri hidup,4.9,327,472,139,139,472,petersiew119,954,32,0.97,hours,21 months ,462,https://shopee.com.my/Car-Jumper-Jumpstart-Powerbank-50800-68800MAH-High-Power-Emergency-Light-Multifunction-Jumper-kereta-bateri-hidup-i.86251720.2453686862
K 3 The Four Front Eye Cb 190 R Road Crepel Cbf 190 Tibs Sensor Case Front Wheel Abs Protective Cover,0,0,0,41.12,41.12,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-The-Four-Front-Eye-Cb-190-R-Road-Crepel-Cbf-190-Tibs-Sensor-Case-Front-Wheel-Abs-Protective-Cover-i.163109101.6735627402
K 3 Violence Front Eye Cb 190 R The Shield Cbf 190 R Phantom 150,0,0,0,93.89,93.89,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-Violence-Front-Eye-Cb-190-R-The-Shield-Cbf-190-R-Phantom-150-i.163109101.6535627489
K 3pcs Waterproof Anti-scratch Soft Fish Bone Luminous Sticker,0,0,0,80.19,80.19,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3pcs-Waterproof-Anti-scratch-Soft-Fish-Bone-Luminous-Sticker-i.163109101.6535627482
K 3 Violence Front Eye Cb 190 R War Eagle 190 Key Cover Cbf 190 Pro Key Shell Key,0,0,0,45.45,45.45,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-Violence-Front-Eye-Cb-190-R-War-Eagle-190-Key-Cover-Cbf-190-Pro-Key-Shell-Key-i.163109101.6535627428
Iridium spark plug 22401-ck81b lzkar6ap-11 is applicable to Nissan 2007 Qashqai 2011 Trumpchi,0,0,0,9.2,9.2,0,semyjinxue.my,0,19,0.57,hours,3 days ,0,https://shopee.com.my/Iridium-spark-plug-22401-ck81b-lzkar6ap-11-is-applicable-to-Nissan-2007-Qashqai-2011-Trumpchi-i.266655158.6435627456
AIR FRESHENER BIDARA AROMATERAPI CHEERIA 8ML,0,0,5,10,10,5,bidaracheeriahq,3,9,1,minutes,15 months ,37,https://shopee.com.my/AIR-FRESHENER-BIDARA-AROMATERAPI-CHEERIA-8ML-i.132137220.6631870689
K 3 Five Sheep Honda Cb 190 R Instrument Decal Hond Logo Cbf 190 R Light Sticker,0,0,0,3.06,3.06,0,zij3.sip.my,0,597,0.57,hours,10 months ,1,https://shopee.com.my/K-3-Five-Sheep-Honda-Cb-190-R-Instrument-Decal-Hond-Logo-Cbf-190-R-Light-Sticker-i.163109101.6935627063
KAWASAKI KRZ KR150RR ZX150 INTAKE PIPE CARBURETOR JOINT,0,0,0,55,55,0,mdent01,3300,1500,0.96,days,12 months ,1600,https://shopee.com.my/KAWASAKI-KRZ-KR150RR-ZX150-INTAKE-PIPE-CARBURETOR-JOINT-i.154381175.6435627405
